epoch,accuracy,loss,val_accuracy,val_loss
10,0.955143928527832,0.13658493757247925,0.9936240911483765,0.04184969514608383
11,0.9593203067779541,0.13099606335163116,0.9934965372085571,0.037311065942049026
12,0.9606274366378784,0.12764185667037964,0.993751585483551,0.03126075491309166
13,0.9636879563331604,0.11248187720775604,0.9948992729187012,0.028449805453419685
14,0.9662383794784546,0.10667214542627335,0.9947717189788818,0.028600327670574188
15,0.9665253162384033,0.10659223794937134,0.9954093098640442,0.026366395875811577
16,0.9681512713432312,0.0994153693318367,0.9954093098640442,0.02481323853135109
17,0.9687888622283936,0.0954558327794075,0.9941341280937195,0.026018083095550537
18,0.9715943336486816,0.0886346846818924,0.9955368638038635,0.023220408707857132
19,0.9717537760734558,0.08654236793518066,0.9948992729187012,0.023270778357982635
0,0.40456530451774597,2.1288743019104004,0.8043866157531738,0.7673889398574829
1,0.7505977749824524,0.7949995398521423,0.930757462978363,0.3107924461364746
2,0.8388433456420898,0.5021163821220398,0.9650599360466003,0.1617935746908188
3,0.8790448307991028,0.38436588644981384,0.9728385806083679,0.12461457401514053
4,0.8993528485298157,0.31604525446891785,0.9804896712303162,0.09277497231960297
5,0.9151018857955933,0.26560962200164795,0.9835501313209534,0.07214286178350449
6,0.9255586862564087,0.23299932479858398,0.9868655800819397,0.062229495495557785
7,0.9334970116615295,0.2113354206085205,0.9861004948616028,0.05579102784395218
8,0.9372588992118835,0.1971234828233719,0.9895434975624084,0.05013343691825867
9,0.9434118866920471,0.17585256695747375,0.9917113184928894,0.04355251416563988
10,0.949787974357605,0.15784744918346405,0.9931139945983887,0.03623974695801735
11,0.9535818099975586,0.147084578871727,0.993241548538208,0.03674645721912384
12,0.9559409618377686,0.13868951797485352,0.9933690428733826,0.03152547776699066
13,0.9590652585029602,0.12936283648014069,0.9943891763687134,0.029656922444701195
14,0.9615519642829895,0.12082347273826599,0.9940066337585449,0.025498637929558754
15,0.963050365447998,0.11639989912509918,0.9946442246437073,0.02906455285847187
16,0.9649950861930847,0.1103629469871521,0.9945167303085327,0.0259036086499691
17,0.965186357498169,0.10710082948207855,0.9960469007492065,0.02279057539999485
18,0.9687888622283936,0.09956055879592896,0.9955368638038635,0.02295069582760334
19,0.971721887588501,0.08741860091686249,0.9955368638038635,0.023030776530504227
0,0.34099531173706055,2.3605401515960693,0.7216271162033081,1.018155813217163
1,0.6741161346435547,1.0168358087539673,0.9004080295562744,0.4283411204814911
2,0.7804380655288696,0.6676836013793945,0.9427441954612732,0.2589643895626068
3,0.8339018821716309,0.5059125423431396,0.9677377939224243,0.1822488009929657
4,0.8609685301780701,0.4272134602069855,0.9705432057380676,0.15035012364387512
5,0.8805113434791565,0.36664479970932007,0.9779393076896667,0.10002802312374115
6,0.8975675106048584,0.32286325097084045,0.9804896712303162,0.09481696784496307
7,0.9063984155654907,0.289010614156723,0.9844427704811096,0.08642181009054184
8,0.9168552756309509,0.25536224246025085,0.9894159436225891,0.057301975786685944
9,0.9225619435310364,0.23721782863140106,0.9872481226921082,0.05494270846247673
10,0.9320942163467407,0.21217100322246552,0.9904361367225647,0.045737821608781815
11,0.9359836578369141,0.19574132561683655,0.9906911253929138,0.04226095601916313
12,0.9388847947120667,0.18714633584022522,0.9920938611030579,0.0380934402346611
13,0.9435393810272217,0.16992516815662384,0.9934965372085571,0.035448670387268066
14,0.9485765099525452,0.15725184977054596,0.9924764037132263,0.035345688462257385
15,0.9510632157325745,0.1548418253660202,0.9940066337585449,0.03284027427434921
16,0.9515414237976074,0.14828580617904663,0.9941341280937195,0.030609605833888054
17,0.957024872303009,0.14120210707187653,0.9955368638038635,0.029842350631952286
18,0.956323504447937,0.13267022371292114,0.9943891763687134,0.02610454522073269
19,0.9590014815330505,0.12498603016138077,0.9948992729187012,0.025252364575862885
